Suburb_name,Coordinates,Eating,Nightlife,Culture,Community,Retail Shopping Centres,Clinic,Dentist,Doctors,Hospital,Pharmacy,Veterinary,Leisure spots,Sports Centres,Leisure Areas,Economic,Education,Public Transportation,Active Transportation
BRACKENFELL COMMON,"(-33.90799167799997,18.676640457000076),(-33.908019353999975,18.677213834000042),(-33.908018728999934,18.677234956000063),(-33.90801561899997,18.67733871100006),(-33.90800833499998,18.677587618000075),(-33.90796609299997,18.679014536000068),(-33.907947143999934,18.679655955000044),(-33.90785175199994,18.68028362600006),(-33.90790705999996,18.680146482000055),(-33.90794086099993,18.680062750000047),(-33.90812018399998,18.679619928000022),(-33.90813586499996,18.67953723100004),(-33.90813614999996,18.67953561400003),(-33.90815214699995,18.67945147100005),(-33.90854784299995,18.677442014000064),(-33.90872146799995,18.67655890900005),(-33.908908003999954,18.675612857000033),(-33.908974816999944,18.67527315600006),(-33.908978617999935,18.67525383900005),(-33.90897986999994,18.675247477000028),(-33.908987459999935,18.675208905000034),(-33.909041197999954,18.674935817000062),(-33.90908185899997,18.674729185000047),(-33.90909270399993,18.67469413200007),(-33.90909609899995,18.674683231000074),(-33.90913255299995,18.674567998000043),(-33.90917124899994,18.674441916000035),(-33.90921052099998,18.67431580600004),(-33.909249289999934,18.674189676000026),(-33.90928906499994,18.674063588000024),(-33.90932775099998,18.673937461000037),(-33.90934099799995,18.673896179000053),(-33.90936760699998,18.673811370000067),(-33.909372288999975,18.673796335000077),(-33.90940741199995,18.673685284000044),(-33.90979069699995,18.672471140000027),(-33.90981354099995,18.672398675000068),(-33.90981639699993,18.672390759000052),(-33.90981657499998,18.672389133000024),(-33.91008228499993,18.671577911000043),(-33.91009906099998,18.67152669500007),(-33.91010783799993,18.671499850000032),(-33.91010957799995,18.671494533000043),(-33.910110207999935,18.67149260700006),(-33.91011109999994,18.67148988200006),(-33.91023887099993,18.671096196000065),(-33.91027319099993,18.67099111700003),(-33.91029606799998,18.670921075000024),(-33.91032217299994,18.670841136000035),(-33.91037529399995,18.670678561000045),(-33.91023423499996,18.67075606700007),(-33.910205272999974,18.670771823000052),(-33.91018727299996,18.670781357000067),(-33.91018563199998,18.67078235200006),(-33.91017387399995,18.670788988000027),(-33.910133332999976,18.670811771000047),(-33.90966673299994,18.671067410000035),(-33.90961672299994,18.671096867000074),(-33.909255934999976,18.67130938400004),(-33.90909797899997,18.67140242200003),(-33.908874329999946,18.671534156000064),(-33.90846631599993,18.67177448500007),(-33.90843779499994,18.67179128400005),(-33.90829615999996,18.671874709000065),(-33.90826567099998,18.671892667000066),(-33.908127073999935,18.671974301000034),(-33.907773659999975,18.672182466000038),(-33.90758980299995,18.672291090000044),(-33.907502430999955,18.672343407000028),(-33.90748350999996,18.67235475800004),(-33.90745242599996,18.672373417000074),(-33.90745399499997,18.672380248000024),(-33.907467217999965,18.672437933000026),(-33.90750487299994,18.672602333000043),(-33.90752724999993,18.672699284000032),(-33.90756824199997,18.672874586000034),(-33.90758391799994,18.672944707000056),(-33.90759607899997,18.672997401000032),(-33.907598855999936,18.673013918000038),(-33.90778413899994,18.67422697300003),(-33.907922275999965,18.675462304000064),(-33.90794430899996,18.675659499000062),(-33.90795046799997,18.675789335000047),(-33.90799167799997,18.676640457000076)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
PAROW GOLF COURSE,"(-33.89798150799993,18.568331451000063),(-33.89803442899995,18.56822875200004),(-33.89787013799997,18.568160790000036),(-33.89573486699993,18.567276050000032),(-33.895266652999965,18.567082054000025),(-33.89411078699993,18.566603151000038),(-33.89379594899998,18.56647270900004),(-33.893735670999945,18.566447734000064),(-33.89370122599996,18.566433463000067),(-33.893667611999945,18.56641963900006),(-33.89365815799994,18.566415748000054),(-33.89295568599994,18.566126720000057),(-33.892760119999934,18.566046365000034),(-33.88953062799993,18.564718068000047),(-33.88935401799995,18.56464543100003),(-33.88933830999997,18.56471612000007),(-33.88933543799993,18.56472904900005),(-33.88924752599996,18.56512465900005),(-33.88919917199996,18.565473404000045),(-33.88916193399996,18.56577885400003),(-33.889129372999946,18.566132840000023),(-33.88909475699995,18.566543506000073),(-33.88908461699998,18.56686461000004),(-33.88908438899995,18.56699105200005),(-33.88908398999996,18.567212079000058),(-33.88908385199994,18.567288363000046),(-33.88911927799995,18.567749347000074),(-33.88917550499997,18.56835844400007),(-33.88923121099998,18.56881932600004),(-33.88930259699998,18.569252767000023),(-33.889394093999954,18.56963737800004),(-33.88951748299996,18.57011899500003),(-33.88964734799998,18.570519293000075),(-33.88982941499995,18.57102418100004),(-33.89002720899998,18.571515396000052),(-33.89025213899998,18.57203325000006),(-33.89073580899998,18.573071120000066),(-33.89526981699993,18.582549571000072),(-33.89545253899996,18.582931607000035),(-33.89548916799998,18.583008192000023),(-33.89551018999998,18.583052145000067),(-33.89552571199994,18.583084599000074),(-33.89563591599995,18.582998254000074),(-33.895650700999965,18.582921352000028),(-33.89566022199995,18.58287182600003),(-33.89568681399993,18.582712952000065),(-33.895801604999974,18.582027123000046),(-33.895936415999984,18.58123974800003),(-33.89632535099997,18.578968388000078),(-33.89682473999994,18.576058497000076),(-33.89685533299996,18.57588182300003),(-33.89712750999996,18.574309972000037),(-33.89729542499998,18.57334018100005),(-33.897331760999975,18.573027095000043),(-33.897343571999954,18.572925332000068),(-33.89736899099995,18.57260132700003),(-33.89737810599996,18.57248514500003),(-33.89740982899997,18.571918147000076),(-33.89743753799996,18.57142718800003),(-33.89745725999995,18.571265462000042),(-33.89746552999998,18.571201879000057),(-33.89749238099995,18.570995438000068),(-33.897553836999975,18.570521383000028),(-33.897664017999944,18.569801668000025),(-33.89771923999996,18.569479864000073),(-33.89785826999997,18.568633185000067),(-33.89791820099998,18.568482759000062),(-33.89792529599998,18.56846494900003),(-33.89797446099993,18.568345128000033),(-33.89798150799993,18.568331451000063)",2,2,1,1,1,1,1,1,1,1,1,5,1,2,3,2,0,0
BO-KAAP,"(-33.91609222899996,18.41288776300007),(-33.916114095999944,18.41290258600003),(-33.91606983699995,18.412962333000053),(-33.91591070099997,18.413180615000044),(-33.91578426899997,18.413354944000048),(-33.91575399199996,18.41339700900005),(-33.915724041999965,18.413440093000077),(-33.91571174899997,18.41345859100005),(-33.915861381999946,18.41358500700005),(-33.91625496499995,18.413883141000042),(-33.91630013699995,18.41390326800007),(-33.91629831199998,18.413977363000072),(-33.91635016599997,18.414017062000028),(-33.91685200599994,18.41440136800003),(-33.91729256899998,18.414738752000062),(-33.91731612499996,18.41475679200005),(-33.91737418699995,18.41480782700006),(-33.917809053999974,18.41518698400006),(-33.91734655499994,18.41612665400004),(-33.91730112099998,18.416218852000043),(-33.91722600899993,18.416371925000078),(-33.917180420999955,18.416464829000063),(-33.91714657799997,18.41654237000006),(-33.917221419999976,18.416641127000048),(-33.91733028699997,18.416785505000064),(-33.91754347299997,18.417065855000033),(-33.91760471799995,18.417148272000077),(-33.91764781799998,18.41720734300003),(-33.917670629999975,18.417239073000076),(-33.91767891899997,18.417250401000047),(-33.91781793399997,18.417435545000046),(-33.91791772899995,18.417568199000073),(-33.91796002399997,18.417524696000044),(-33.91803435999998,18.417448238000077),(-33.918236099999945,18.41721491100003),(-33.91836724099994,18.417109383000025),(-33.918370815999936,18.41710650600004),(-33.91884711199998,18.417739762000053),(-33.91934711799996,18.41719134300007),(-33.91959599499995,18.41691735200004),(-33.919849359999944,18.416639549000024),(-33.92023500499994,18.416215175000048),(-33.920528744999956,18.415896643000053),(-33.92073050699997,18.415669036000054),(-33.92094797699997,18.415426830000058),(-33.921304419999956,18.41502384300003),(-33.92142697399993,18.41520230200007),(-33.92152358199996,18.415343130000053),(-33.921599458999935,18.415453742000068),(-33.921817439999984,18.41579419800007),(-33.92183310699994,18.41581863600004),(-33.92186057999993,18.41586149400007),(-33.921959484999945,18.415805990000024),(-33.92209645599996,18.415698318000068),(-33.92293058299998,18.414794060000077),(-33.92347998799994,18.41421000500003),(-33.92404283999997,18.41360984100004),(-33.92454290099994,18.413077154000064),(-33.92457653799994,18.413041666000026),(-33.92510568399996,18.41246432500003),(-33.92567038699997,18.41184660500005),(-33.925695357999984,18.41181928900005),(-33.92632598599994,18.411131210000065),(-33.926365750999935,18.41108782200007),(-33.92631327399994,18.411015703000032),(-33.92602547599995,18.410627077000072),(-33.925741923999965,18.41024565200007),(-33.925460622999935,18.409863993000045),(-33.92544472199995,18.409837932000073),(-33.925433365999936,18.40981995100003),(-33.925424265999936,18.409802384000045),(-33.92541291499998,18.409785269000054),(-33.92539931899995,18.40976979000004),(-33.92538572199993,18.409754634000024),(-33.92537438199997,18.409739896000076),(-33.925371645999974,18.409737542000073),(-33.92535854199997,18.40972627000002),(-33.92534496199994,18.40971468400005),(-33.925329138999984,18.409705062000057),(-33.92531107099995,18.409697073000075),(-33.92529300799998,18.409690494000074),(-33.925288612999964,18.409689381000078),(-33.92527721199997,18.409686493000038),(-33.92527589399998,18.40968653400006),(-33.92525918599995,18.40968704900007),(-33.92524115799995,18.409687933000043),(-33.925223151999944,18.409692921000044),(-33.925207418999946,18.409701899000027),(-33.925189434999936,18.409711756000036),(-33.92517369999996,18.40972051600005),(-33.92515796299995,18.409728737000023),(-33.92513996899993,18.409736106000025),(-33.925121969999964,18.40974282800005),(-33.92510622499998,18.409749317000035),(-33.92508822499997,18.40975571200005),(-33.925070225999946,18.40976211000003),(-33.92505447999997,18.409768489000044),(-33.92503647899997,18.40977477900003),(-33.92501847999995,18.40978106800003),(-33.92500273199994,18.409787232000042),(-33.92498759799997,18.409792520000053),(-33.924797041999966,18.40970939500005),(-33.92394641599998,18.409336237000048),(-33.92390459199993,18.409227847000068),(-33.923867909999956,18.409132784000064),(-33.92384716199996,18.409026192000056),(-33.92384650099996,18.40902279900007),(-33.92384583799998,18.40901939500003),(-33.923845454999935,18.40901742500006),(-33.92380985999995,18.408831806000023),(-33.923735000999955,18.40871095800003),(-33.923654230999944,18.40858054100005),(-33.92344577299997,18.408039091000035),(-33.92351092999996,18.40782449200003),(-33.92358343899997,18.407585680000068),(-33.92359245199998,18.407556014000022),(-33.92097689199994,18.405957182000066),(-33.918834620999974,18.40461880500004),(-33.91872970099996,18.404553259000068),(-33.91867508499996,18.404519139000058),(-33.91845893699997,18.404384109000034),(-33.918285098999945,18.40427550900006),(-33.91798248499998,18.404714367000054),(-33.917973434999965,18.404730709000034),(-33.91747273499993,18.40563478100006),(-33.91746358499995,18.405651358000057),(-33.91745139099993,18.40567345200003),(-33.91744807899994,18.405679452000072),(-33.91713841099994,18.406239562000053),(-33.915882444999966,18.407733628000074),(-33.91499373999994,18.408791251000025),(-33.91449982499995,18.40937849100004),(-33.91455083699998,18.410131840000076),(-33.91456209199998,18.410298083000043),(-33.91456246499996,18.410303578000025),(-33.91459030699997,18.410716343000047),(-33.91460943199996,18.411366474000033),(-33.91465809899995,18.412195239000027),(-33.91466243199994,18.412265339000044),(-33.91472131399996,18.412648185000023),(-33.91499229699997,18.412687256000027),(-33.91600365499994,18.412833008000064),(-33.91609222899996,18.41288776300007)",5,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
KUILSRIVIER INDUSTRIA,"(-33.93807133399997,18.686884202000044),(-33.94122274099993,18.688929877000078),(-33.94121541599998,18.68894620800006),(-33.94232187999995,18.689669414000036),(-33.94278188599998,18.68997008900004),(-33.94413030299995,18.690845869000043),(-33.94518171999994,18.691528774000062),(-33.94535319999994,18.691640153000037),(-33.94560403299994,18.691826588000026),(-33.94610286899996,18.692197359000033),(-33.94616382999993,18.692240842000047),(-33.946175626999946,18.692254913000056),(-33.94620678199993,18.692292072000043),(-33.946344400999976,18.69246269100006),(-33.94635338899997,18.692473833000065),(-33.94637634399993,18.692502294000064),(-33.94645837099995,18.692559113000073),(-33.94663854799995,18.692683920000036),(-33.946690169999954,18.69271967700007),(-33.94726440199997,18.69310189600003),(-33.94742388499998,18.693208051000056),(-33.947446458999934,18.69322300500005),(-33.94749157199993,18.69323690600004),(-33.94749970899994,18.69324060400004),(-33.94752477199995,18.693251996000072),(-33.94753218699998,18.693255366000074),(-33.94757505499996,18.693274036000048),(-33.947617924999975,18.69329281200004),(-33.947638420999965,18.69330189300007),(-33.94766079599998,18.693311806000054),(-33.94770141299995,18.69333102400003),(-33.94774428499994,18.69335034100004),(-33.94778715399997,18.693369878000055),(-33.94782777199998,18.693389634000027),(-33.947870644999966,18.693409494000036),(-33.94791126399997,18.693429579000053),(-33.94795413799994,18.693449868000073),(-33.947994757999936,18.693470276000028),(-33.948037631999966,18.693491),(-33.94807825299995,18.693511733000037),(-33.94812112899996,18.69353278400007),(-33.948149686999955,18.693532239000035),(-33.94819099399996,18.69353145100007),(-33.94821736599994,18.693532685000037),(-33.94823561099997,18.693533539000043),(-33.94828116499997,18.693538051000075),(-33.94832625699996,18.693544812000027),(-33.94837135599994,18.693553845000054),(-33.948414207999974,18.69356515900006),(-33.94845931799995,18.693578736000063),(-33.94850218099998,18.693594483000027),(-33.94854504699998,18.693612506000022),(-33.94858566599993,18.693632695000076),(-33.94862629299996,18.693655050000075),(-33.94866692199997,18.693679463000024),(-33.94870755599993,18.693705820000048),(-33.94874594099997,18.693734240000026),(-33.948782077999965,18.69376451000005),(-33.948818218999975,18.693796727000063),(-33.949262929999975,18.694080616000065),(-33.949922336999975,18.694521722000047),(-33.950168221999945,18.694686207000075),(-33.95145069499995,18.695527128000037),(-33.951577466999936,18.695610255000076),(-33.951601291999964,18.695625877000055),(-33.95163291699998,18.695646614000054),(-33.95166626099996,18.695586250000076),(-33.95170240199997,18.69552082000007),(-33.95261610099993,18.69369723500006),(-33.952652402999945,18.693623683000055),(-33.952984509999965,18.692952736000052),(-33.95305417299994,18.692825707000054),(-33.95306279999994,18.69280973700006),(-33.95316867199995,18.692616514000065),(-33.95319704999997,18.69256470600004),(-33.953198321999935,18.692562372000054),(-33.953186896999966,18.692553512000075),(-33.95315267999996,18.692526978000046),(-33.95312995499995,18.692509356000073),(-33.953021769999964,18.692425464000053),(-33.95257431199997,18.692078483000046),(-33.951957311999934,18.691600038000047),(-33.951024605999976,18.690876888000048),(-33.951007938999965,18.690864142000066),(-33.94877363599994,18.689167113000053),(-33.94844953799998,18.68891626100003),(-33.94818327399997,18.688710170000036),(-33.94783543099993,18.688440925000066),(-33.947697898999934,18.68833447700007),(-33.94625757399996,18.687209153000026),(-33.94611205399997,18.687095457000055),(-33.945836172999975,18.686879911000062),(-33.945033518999935,18.686252808000063),(-33.94422617299995,18.68562224300007),(-33.94422454299996,18.68562095900006),(-33.944208741999944,18.68560852300004),(-33.94385164999994,18.685327464000068),(-33.94348620299996,18.685039834000065),(-33.94313696199998,18.68476496100004),(-33.94309290999996,18.68464341600003),(-33.94254863599997,18.684213827000065),(-33.94228074199998,18.68400275500005),(-33.940967747999935,18.682968274000075),(-33.94088789199998,18.683009390000052),(-33.93936967899998,18.681831612000053),(-33.939199404999954,18.68169952100004),(-33.93772506399995,18.680583502000047),(-33.937549374999946,18.680450570000062),(-33.936650172999975,18.67976989500005),(-33.93585630899997,18.679168971000024),(-33.93585245199995,18.679166052000028),(-33.93407141999995,18.677805947000024),(-33.933656903999974,18.678799982000044),(-33.93363660699998,18.678848654000035),(-33.933421575999944,18.679361914000026),(-33.93311023699994,18.680109694000066),(-33.932819034999966,18.680801906000056),(-33.93280783599994,18.68082952800006),(-33.93252784899994,18.681502119000072),(-33.93223440399993,18.68220222700006),(-33.931932,18.68292561800007),(-33.93193113099994,18.68292850100005),(-33.93197453099998,18.68295276300006),(-33.932340056999976,18.683185112000047),(-33.93380869899994,18.684117877000062),(-33.933835940999984,18.684135328000025),(-33.93389379399997,18.68417331200004),(-33.935553357999936,18.685249999000064),(-33.93606784799994,18.685583171000076),(-33.93636827299997,18.685778881000033),(-33.93807133399997,18.686884202000044)",2,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,0,0
KRAAIFONTEIN EAST,"(-33.848411306999935,18.73566532600006),(-33.84841577599997,18.735658276000038),(-33.84834234799996,18.735656904000052),(-33.84832005499993,18.73565648700003),(-33.84818851399996,18.735654029000045),(-33.84756825899996,18.735630635000064),(-33.84671853999998,18.735626552000042),(-33.846096443999954,18.735614745000078),(-33.84507764699998,18.735594327000058),(-33.844991996999966,18.735592647000033),(-33.84415802799998,18.735575768000047),(-33.84402504399998,18.73557315200003),(-33.84328580199997,18.735587423000027),(-33.84245632899996,18.735565991000044),(-33.84205969799996,18.735556278000047),(-33.84172915199997,18.73554818300005),(-33.841586286999984,18.735544685000036),(-33.841356419999954,18.735557388000075),(-33.84133924899993,18.73560968700008),(-33.84126834199998,18.735608503000037),(-33.841212317999975,18.735607489000074),(-33.84111137599996,18.73589884000006),(-33.841109168999935,18.735905200000047),(-33.84086321799998,18.736614985000074),(-33.840293962999965,18.73853222200006),(-33.83970848499996,18.741011637000042),(-33.83932962099993,18.742615946000058),(-33.83915801799998,18.743365363000066),(-33.83946402199996,18.74338190800006),(-33.84034886699993,18.743429752000054),(-33.840518059999965,18.743431415000032),(-33.841760808999936,18.74344363000006),(-33.842999679999934,18.743455807000032),(-33.844403013999965,18.743451613000047),(-33.84456210899998,18.743440543000077),(-33.84461858399993,18.74343661300003),(-33.84463803099993,18.74343526000007),(-33.84470152199998,18.743430842000066),(-33.84509136199995,18.742068663000055),(-33.84513387199996,18.741918351000038),(-33.84527265699995,18.74146176100004),(-33.845507906999956,18.74079234800007),(-33.845532539999965,18.740716100000043),(-33.845559435999974,18.740644273000044),(-33.845586400999935,18.74057302700004),(-33.84561323099996,18.740502354000057),(-33.84564238299998,18.740432252000062),(-33.84567153599994,18.740362797000046),(-33.84570294699995,18.74029398400006),(-33.84573660899997,18.740225810000027),(-33.84580168999997,18.74009152700006),(-33.84623922499998,18.739158934000045),(-33.846270638999954,18.739092174000064),(-33.84629756299995,18.73903450000006),(-33.846328996999944,18.738977247000037),(-33.846358176999956,18.738920760000042),(-33.84638961299993,18.738864801000034),(-33.846421050999936,18.738809600000025),(-33.84645248999993,18.738755049000076),(-33.84648618299997,18.738701140000046),(-33.84651987899997,18.738647876000073),(-33.84655582999994,18.738595471000053),(-33.846813191999956,18.73818840100006),(-33.84695567699998,18.73796303100005),(-33.84726344499995,18.737486997000076),(-33.84727116899995,18.73747473000003),(-33.84746627499993,18.73716485700004),(-33.84791653399998,18.73644973100005),(-33.84792749999997,18.736432313000023),(-33.84804725199996,18.73624211200007),(-33.848276504999944,18.73587799300003),(-33.84837130099993,18.73572844200004),(-33.848411306999935,18.73566532600006)",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
KUILS RIVER SPORTS GROUNDS,"(-33.94360575999997,18.698297586000024),(-33.944097426999974,18.698037724000073),(-33.944241097999964,18.697961789000033),(-33.944268043999955,18.69794889900004),(-33.94430648499997,18.697928887000046),(-33.94430835199995,18.697929583000075),(-33.94430765399994,18.697928278000063),(-33.94430695899996,18.697926979000044),(-33.94420207899998,18.69773083900003),(-33.94419075299993,18.697709949000057),(-33.94418840399993,18.69770527700007),(-33.944149651999965,18.697633032000056),(-33.94410878899998,18.69755938000003),(-33.94401872599997,18.697390793000068),(-33.94371077099993,18.696816555000055),(-33.943711287999975,18.696814924000023),(-33.94371173199994,18.696813296000073),(-33.94374816499993,18.696682576000057),(-33.94377110399995,18.696600277000073),(-33.943815884999935,18.696439612000063),(-33.94382246699996,18.69641629800003),(-33.94387392799996,18.696231648000037),(-33.94392540399997,18.696047004000036),(-33.94397678499996,18.695862301000034),(-33.94402507299998,18.695690671000023),(-33.94402624199995,18.695686386000034),(-33.94405443699998,18.695583687000067),(-33.94412306399994,18.695337447000043),(-33.94419752299996,18.69507019100007),(-33.94425249099993,18.694872917000055),(-33.94430390699995,18.694688239000072),(-33.94435539999995,18.69450359500007),(-33.94440686499996,18.694318938000038),(-33.944458259999976,18.694134253000072),(-33.94450976299993,18.69394961200004),(-33.94456122699995,18.693764953000027),(-33.94461258499996,18.69358025200006),(-33.94466410399997,18.693395616000032),(-33.94471554799998,18.693210951000026),(-33.94476054799998,18.693049126000062),(-33.94476690999994,18.69302625100005),(-33.94481838099995,18.69284159700004),(-33.944873461999975,18.692643903000032),(-33.94493036499995,18.69243907200007),(-33.94495335199997,18.69235704600004),(-33.94514162799993,18.69167486400005),(-33.94514248499996,18.69167173900007),(-33.94515253999998,18.691635113000075),(-33.94517940199995,18.691537218000065),(-33.94518171999994,18.691528774000062),(-33.94413030299995,18.690845869000043),(-33.944113897999955,18.69087143400003),(-33.94409143699994,18.690906437000024),(-33.944055007999964,18.690962503000037),(-33.944017574999975,18.691045229000053),(-33.94357953499997,18.692010666000044),(-33.943404132999945,18.692398695000065),(-33.943504332999964,18.69246399700006),(-33.94358079299997,18.692513828000074),(-33.94361237099997,18.692533900000058),(-33.94361356299993,18.692534441000078),(-33.94358473899996,18.692643461000046),(-33.94355580399997,18.692763306000074),(-33.94352580799995,18.69287713800003),(-33.94349708699997,18.692991025000026),(-33.943468362999965,18.693104911000034),(-33.94343964099994,18.69321879900002),(-33.94341040099994,18.69333249700003),(-33.943381692999935,18.69344638900003),(-33.943358228999955,18.693536535000078),(-33.943348121999975,18.693570157000067),(-33.943312069999934,18.693680364000045),(-33.94327423599998,18.693792147000067),(-33.94323565499997,18.693902383000022),(-33.94319817199994,18.694012668000028),(-33.94312211199997,18.69423628000004),(-33.94310390199996,18.694291731000078),(-33.942980836999936,18.69454866800004),(-33.942832676999956,18.694860705000053),(-33.942753495999966,18.695026808000023),(-33.94275253099994,18.695028387000036),(-33.94241779399994,18.695576119000066),(-33.94235852899993,18.695672811000065),(-33.942270718999964,18.695782802000053),(-33.942193062999934,18.695879992000073),(-33.94206705499994,18.696037927000077),(-33.941941043999975,18.69619575200005),(-33.94188334199998,18.69626799400004),(-33.94180616699998,18.696340089000046),(-33.94169175199994,18.696447033000027),(-33.941663957999936,18.69647309100003),(-33.94152165999998,18.696605986000066),(-33.94137945099993,18.69673898700006),(-33.94127987799993,18.696832035000057),(-33.94121848299994,18.696868918000064),(-33.94105734599998,18.69696575100005),(-33.940896116999966,18.697062583000047),(-33.94080714399996,18.697116019000077),(-33.94073488899994,18.697159414000055),(-33.94057365899994,18.69725624600005),(-33.94041242999998,18.697353185000054),(-33.940251202999946,18.69745001600006),(-33.94007386099997,18.697556530000043),(-33.939928744999975,18.697643678000077),(-33.93985740699998,18.697669347000044),(-33.93965987399997,18.69774034200003),(-33.93953486799995,18.697785212000042),(-33.939486117999934,18.697802710000076),(-33.93940171899993,18.697833075000062),(-33.93928151399996,18.697857613000053),(-33.939115080999954,18.69789161600005),(-33.939055709999934,18.697903730000064),(-33.93893495399993,18.697928370000056),(-33.93880883199995,18.697954078000066),(-33.93878263599993,18.69795765400005),(-33.938744800999984,18.697962793000045),(-33.93856546699993,18.697987415000057),(-33.93848347699998,18.69799868800004),(-33.93838630199997,18.698012050000045),(-33.93828747999993,18.698025580000035),(-33.93820713699995,18.698036579000075),(-33.93802797199993,18.698061107000058),(-33.93784889699998,18.69808563500004),(-33.93776868699996,18.698096622000037),(-33.93766973199996,18.698110162000035),(-33.93749056599995,18.698134691000064),(-33.93731140099993,18.698159220000036),(-33.937139265999974,18.698182856000074),(-33.93706405599994,18.698193137000032),(-33.93695939199995,18.698206816000038),(-33.936974619999944,18.698242151000045),(-33.93703859999994,18.69839055500006),(-33.937135867999984,18.698617468000066),(-33.93718678399995,18.698734349000063),(-33.93723439099995,18.698844847000032),(-33.93724557899998,18.698870817000056),(-33.93726901799994,18.698925218000056),(-33.93726960399994,18.698926580000034),(-33.93731705699997,18.69903944400005),(-33.93731883499993,18.69904084700005),(-33.93731955599998,18.69904252200007),(-33.93737321599997,18.699167233000026),(-33.93748835399998,18.699434821000068),(-33.93754082099997,18.69955675800003),(-33.937574205999965,18.699634348000075),(-33.93759995399995,18.69969418900007),(-33.93765989399998,18.699833494000075),(-33.93774152699996,18.70002321900006),(-33.93777427599997,18.70009929200006),(-33.93784423899996,18.700261801000067),(-33.93794835699998,18.70050382100004),(-33.93796076199993,18.700532655000075),(-33.938002110999946,18.700628771000027),(-33.93805586499997,18.70075372100007),(-33.93807987599996,18.700809537000055),(-33.93810961699995,18.700878673000034),(-33.93816337099997,18.70100362200003),(-33.93821827499994,18.701127856000028),(-33.93822062499993,18.701135787000055),(-33.93822360299998,18.701142231000063),(-33.93822461599996,18.70114473500007),(-33.93822657199996,18.701143528000046),(-33.93824446599996,18.701133812000023),(-33.93843339599994,18.701033901000073),(-33.93854432499995,18.700975326000048),(-33.93865534299994,18.70091664200004),(-33.93875015399993,18.700866560000065),(-33.938848564999944,18.700814517000026),(-33.939020178999954,18.700723824000022),(-33.93914299199997,18.700658935000035),(-33.93941623499995,18.700514577000035),(-33.939453353999966,18.700494968000044),(-33.93955532799998,18.70044107900003),(-33.939796341999966,18.70031371600004),(-33.93989523299996,18.700261587000057),(-33.940252354999984,18.700072743000078),(-33.94036537699998,18.70001306000006),(-33.940439579999975,18.699973844000056),(-33.94053394799994,18.69992396600003),(-33.94067987999995,18.69984684800005),(-33.940834380999945,18.69976518200008),(-33.94100174599998,18.699676638000028),(-33.941219279999984,18.699561768000024),(-33.941222868999944,18.699559865000026),(-33.94145130499993,18.69943905300005),(-33.94147606499996,18.69942598700004),(-33.94171061199995,18.699301965000075),(-33.94184635499994,18.699230017000048),(-33.94190031399995,18.69920141700004),(-33.94199777899996,18.699149789000046),(-33.942073483999934,18.699109673000066),(-33.942574527999966,18.69884318800007),(-33.94280546999994,18.698720559000037),(-33.94303648099998,18.698598467000068),(-33.94326749099997,18.698476373000062),(-33.94349854199993,18.698354255000027),(-33.94360575999997,18.698297586000024)",1,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,0,0
