Suburb Name;source_url;type_of_property;sale_rent;backup water;back-up power;Size;Security;Price;name;Images;Image;garages;floor_size;erf_size;bedrooms;bathrooms
GOODWOOD EXT 1;https://www.property24.com/for-sale/townsend-estate/goodwood/western-cape/10830/111488526;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R790 000 ;2 Bedroom Apartment / Flat for Sale in Townsend Estate;https://images.prop24.com/287999872/Ensure1280x720|https://images.prop24.com/287999867/Ensure1280x720;https://images.prop24.com/287999872/Ensure1280x720;NULL;49 m²;NULL;2.0;1.0
EDGEMEAD;https://www.property24.com/for-sale/edgemead/goodwood/western-cape/8097/112802654;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R1 940 000 ;2 Bedroom Apartment / Flat for Sale in Edgemead;https://images.prop24.com/303380812/Ensure1280x720;https://images.prop24.com/303380812/Ensure1280x720;NULL;64 m²;NULL;2.0;NULL
EDGEMEAD;https://www.property24.com/for-sale/edgemead/goodwood/western-cape/8097/112801872;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R2 580 000 ;3 Bedroom Apartment / Flat for Sale in Edgemead;https://images.prop24.com/303387730/Ensure1280x720;https://images.prop24.com/303387730/Ensure1280x720;NULL;97 m²;NULL;3.0;NULL
GOODWOOD EXT 1;https://www.property24.com/for-sale/townsend-estate/goodwood/western-cape/10830/112358502;Apartment / Flat;Sale;NULL;NULL;53 m²;NULL;R900 000 ;2 Bedroom Apartment / Flat for Sale in Townsend Estate;https://images.prop24.com/301492834/Ensure1280x720|https://images.prop24.com/301492833/Ensure1280x720;https://images.prop24.com/301492834/Ensure1280x720;NULL;NULL;53 m²;2.0;1.0
KALK BAY;https://www.property24.com/for-sale/kalk-bay/cape-town/western-cape/9067/113340635;Apartment / Flat;Sale;NULL;NULL;NULL;Security Gate, Intercom, Closed Circuit TV;R1 495 000 ;2 Bedroom Apartment / Flat for Sale in Kalk Bay;https://images.prop24.com/316149396/Ensure1280x720|https://images.prop24.com/316149398/Ensure1280x720;https://images.prop24.com/316149396/Ensure1280x720;NULL;57 m²;NULL;2.0;1.0
KALK BAY;https://www.property24.com/for-sale/kalk-bay/cape-town/western-cape/9067/108364395;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R3 500 000 ;1 Bedroom Apartment / Flat for Sale in Kalk Bay;https://images.prop24.com/272361642/Ensure1280x720|https://images.prop24.com/272361645/Ensure1280x720;https://images.prop24.com/272361642/Ensure1280x720;NULL;72 m²;72 m²;1.0;1.0
KALK BAY;https://www.property24.com/for-sale/kalk-bay/cape-town/western-cape/9067/108769778;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R4 850 000 ;2 Bedroom Apartment / Flat for Sale in Kalk Bay;https://images.prop24.com/279119608/Ensure1280x720|https://images.prop24.com/279119610/Ensure1280x720;https://images.prop24.com/279119608/Ensure1280x720;NULL;83 m²;83 m²;2.0;2.0
KALK BAY;https://www.property24.com/for-sale/kalk-bay/cape-town/western-cape/9067/112870359;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R6 950 000 ;2 Bedroom Apartment / Flat for Sale in Kalk Bay;https://images.prop24.com/310297095/Ensure1280x720|https://images.prop24.com/310297096/Ensure1280x720;https://images.prop24.com/310297095/Ensure1280x720;NULL;96 m²;96 m²;2.0;2.0
KALK BAY;https://www.property24.com/for-sale/kalk-bay/cape-town/western-cape/9067/113004226;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R3 500 000 ;1 Bedroom Apartment / Flat for Sale in Kalk Bay;https://images.prop24.com/311832863/Ensure1280x720|https://images.prop24.com/311832864/Ensure1280x720;https://images.prop24.com/311832863/Ensure1280x720;NULL;55 m²;55 m²;1.0;1.0
KALK BAY;https://www.property24.com/to-rent/kalk-bay/cape-town/western-cape/9067/113301014;Apartment / Flat;Rent;NULL;NULL;NULL;NULL;R25 000 ;2 Bedroom Apartment / Flat to Rent in Kalk Bay;NULL;https://images.prop24.com/315401627/Crop600x400;NULL;NULL;NULL;2.0;1.0
KALK BAY;https://www.property24.com/to-rent/kalk-bay/cape-town/western-cape/9067/113068586;Apartment / Flat;Rent;NULL;NULL;NULL;NULL;R19 500 ;2 Bedroom Apartment / Flat to Rent in Kalk Bay;NULL;https://images.prop24.com/312990073/Crop600x400;1.0;NULL;NULL;2.0;2.5
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/112089897;Apartment / Flat;Sale;NULL;NULL;NULL;Security Gate, 24 Hour Access;R780 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/296978419/Ensure1280x720|https://images.prop24.com/296978420/Ensure1280x720;https://images.prop24.com/296978419/Ensure1280x720;NULL;75 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/110761805;Apartment / Flat;Sale;NULL;NULL;NULL;24 Hour Access;R650 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/275099273/Ensure1280x720|https://images.prop24.com/275099275/Ensure1280x720;https://images.prop24.com/275099273/Ensure1280x720;NULL;48 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/110734259;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R650 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/274583942/Ensure1280x720|https://images.prop24.com/274583943/Ensure1280x720;https://images.prop24.com/274583942/Ensure1280x720;NULL;55 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/110497435;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R650 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/270899129/Ensure1280x720|https://images.prop24.com/270899130/Ensure1280x720;https://images.prop24.com/270899129/Ensure1280x720;NULL;48 m²;48 m²;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/112226155;Apartment / Flat;Sale;NULL;NULL;NULL;24 Hour Access;R760 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/299175347/Ensure1280x720|https://images.prop24.com/299175348/Ensure1280x720;https://images.prop24.com/299175347/Ensure1280x720;NULL;48 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/111355881;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R900 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/285794334/Ensure1280x720|https://images.prop24.com/285794335/Ensure1280x720;https://images.prop24.com/285794334/Ensure1280x720;NULL;65 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/112728352;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R1 930 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/307865626/Ensure1280x720|https://images.prop24.com/307865627/Ensure1280x720;https://images.prop24.com/307865626/Ensure1280x720;1.0;55 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/111479328;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R535 000 ;1 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/287844285/Ensure1280x720|https://images.prop24.com/287844286/Ensure1280x720;https://images.prop24.com/287844285/Ensure1280x720;NULL;27 m²;NULL;1.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/111940509;Apartment / Flat;Sale;NULL;NULL;NULL;Security Gate, 24 Hour Access;R830 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/308658681/Ensure1280x720|https://images.prop24.com/308658676/Ensure1280x720;https://images.prop24.com/308658681/Ensure1280x720;NULL;53 m²;53 m²;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/112840960;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R729 000 ;1 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/306622617/Ensure1280x720|https://images.prop24.com/306622618/Ensure1280x720;https://images.prop24.com/306622617/Ensure1280x720;NULL;39 m²;NULL;1.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/112417209;Apartment / Flat;Sale;NULL;NULL;NULL;Security Gate, Electric fencing;R950 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/313420689/Ensure1280x720|https://images.prop24.com/313420690/Ensure1280x720;https://images.prop24.com/313420689/Ensure1280x720;1.0;48 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/113053626;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R700 000 ;1 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/312737702/Ensure1280x720|https://images.prop24.com/312737705/Ensure1280x720;https://images.prop24.com/312737702/Ensure1280x720;NULL;31 m²;NULL;1.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/112310783;Apartment / Flat;Sale;NULL;NULL;NULL;Security Gate;R675 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/309828368/Ensure1280x720|https://images.prop24.com/309828369/Ensure1280x720;https://images.prop24.com/309828368/Ensure1280x720;NULL;55 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/112992228;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R772 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/311593288/Ensure1280x720|https://images.prop24.com/258579317/Ensure1280x720;https://images.prop24.com/311593288/Ensure1280x720;NULL;NULL;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/111613507;Apartment / Flat;Sale;NULL;NULL;NULL;Security Gate, Electric fencing;R800 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/290020110/Ensure1280x720|https://images.prop24.com/290020111/Ensure1280x720;https://images.prop24.com/290020110/Ensure1280x720;NULL;57 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/112792929;Apartment / Flat;Sale;NULL;NULL;NULL;Security Gate;R800 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/308986881/Ensure1280x720|https://images.prop24.com/308986882/Ensure1280x720;https://images.prop24.com/308986881/Ensure1280x720;NULL;53 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/112508914;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R800 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/304087651/Ensure1280x720|https://images.prop24.com/304087637/Ensure1280x720;https://images.prop24.com/304087651/Ensure1280x720;NULL;57 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/112687844;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R959 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/307163787/Ensure1280x720|https://images.prop24.com/307163788/Ensure1280x720;https://images.prop24.com/307163787/Ensure1280x720;1.0;64 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/112740039;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R740 000 ;1 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/308077662/Ensure1280x720|https://images.prop24.com/308077663/Ensure1280x720;https://images.prop24.com/308077662/Ensure1280x720;NULL;39 m²;39 m²;1.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/112979703;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R859 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/311381328/Ensure1280x720|https://images.prop24.com/311381329/Ensure1280x720;https://images.prop24.com/311381328/Ensure1280x720;NULL;78 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/112847352;Apartment / Flat;Sale;NULL;NULL;NULL;Security Gate, 24 Hour Access;R695 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/309903522/Ensure1280x720|https://images.prop24.com/309903448/Ensure1280x720;https://images.prop24.com/309903522/Ensure1280x720;NULL;55 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/112931920;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R920 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/310891130/Ensure1280x720|https://images.prop24.com/310891131/Ensure1280x720;https://images.prop24.com/310891130/Ensure1280x720;NULL;64 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/113040393;Apartment / Flat;Sale;NULL;NULL;NULL;1;R899 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/312521552/Ensure1280x720|https://images.prop24.com/312521553/Ensure1280x720;https://images.prop24.com/312521552/Ensure1280x720;NULL;65 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/for-sale/brackenfell-central/brackenfell/western-cape/16670/112962756;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R1 199 000 ;2 Bedroom Apartment / Flat for Sale in Brackenfell Central;https://images.prop24.com/311071972/Ensure1280x720|https://images.prop24.com/311071973/Ensure1280x720;https://images.prop24.com/311071972/Ensure1280x720;NULL;102 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/to-rent/brackenfell-central/brackenfell/western-cape/16670/113298593;Apartment / Flat;Rent;NULL;NULL;NULL;NULL;R8 600 ;1 Bedroom Apartment / Flat to Rent in Brackenfell Central;NULL;https://images.prop24.com/305312220/Crop600x400;NULL;NULL;NULL;1.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/to-rent/brackenfell-central/brackenfell/western-cape/16670/113118500;Apartment / Flat;Rent;NULL;NULL;NULL;NULL;R7 500 ;2 Bedroom Apartment / Flat to Rent in Brackenfell Central;NULL;https://images.prop24.com/313751441/Crop600x400;1.0;60 m²;NULL;2.0;1.0
BRACKENFELL CENTRAL;https://www.property24.com/to-rent/brackenfell-central/brackenfell/western-cape/16670/111688352;Apartment / Flat;Rent;NULL;NULL;NULL;NULL;R8 500 ;2 Bedroom Apartment / Flat to Rent in Brackenfell Central;NULL;https://images.prop24.com/315911809/Crop600x400;1.0;65 m²;NULL;2.0;1.0
BRACKENFELL SOUTH;https://www.property24.com/to-rent/brackenfell-south/brackenfell/western-cape/12863/112881317;Apartment / Flat;Rent;NULL;NULL;NULL;NULL;R8 000 ;1 Bedroom Apartment / Flat to Rent in Brackenfell South;NULL;https://images.prop24.com/310382169/Crop600x400;1.0;NULL;NULL;1.0;1.0
BRACKENFELL SOUTH;https://www.property24.com/to-rent/brackenfell-south/brackenfell/western-cape/12863/113041490;Apartment / Flat;Rent;NULL;NULL;NULL;NULL;R7 500 ;2 Bedroom Apartment / Flat to Rent in Brackenfell South;NULL;https://images.prop24.com/312546392/Crop600x400;3.0;NULL;NULL;2.0;1.0
BRACKENFELL SOUTH;https://www.property24.com/to-rent/brackenfell-south/brackenfell/western-cape/12863/109022958;Apartment / Flat;Rent;NULL;NULL;NULL;NULL;R9 000 ;2 Bedroom Apartment / Flat to Rent in Brackenfell South;NULL;https://images.prop24.com/282382056/Crop600x400;2.0;NULL;NULL;2.0;1.0
BRACKENFELL SOUTH;https://www.property24.com/for-sale/brackenfell-south/brackenfell/western-cape/12863/111239123;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R 1 270 000,00;2 Bedroom Apartment / Flat for Sale in Brackenfell South;NULL;https://images.prop24.com/281907885/Ensure1280x720;NULL;NULL;NULL;2.0;1.0
BRACKENFELL SOUTH;https://www.property24.com/for-sale/brackenfell-south/brackenfell/western-cape/12863/111503750;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R 1 195 000,00;2 Bedroom Apartment / Flat for Sale in Brackenfell South;NULL;https://images.prop24.com/288258540/Ensure1280x720;NULL;NULL;NULL;2.0;1.0
BRACKENFELL SOUTH;https://www.property24.com/for-sale/brackenfell-south/brackenfell/western-cape/12863/112864425;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R 1 250 000,00;2 Bedroom Apartment / Flat for Sale in Brackenfell South;NULL;https://images.prop24.com/310202311/Ensure1280x720;NULL;56 m²;NULL;2.0;1.0
BRACKENFELL SOUTH;https://www.property24.com/for-sale/brackenfell-south/brackenfell/western-cape/12863/113048716;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R 1 199 000,00;1 Bedroom Apartment / Flat for Sale in Brackenfell South;NULL;https://images.prop24.com/312488843/Ensure1280x720;1.0;64 m²;NULL;1.0;1.0
BRACKENFELL SOUTH;https://www.property24.com/for-sale/brackenfell-south/brackenfell/western-cape/12863/112998147;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R 1 199 000,00;1 Bedroom Apartment / Flat for Sale in Brackenfell South;NULL;https://images.prop24.com/311701759/Ensure1280x720;1.0;44 m²;NULL;1.0;1.0
GOODWOOD ESTATE;https://www.property24.com/for-sale/goodwood-estate/goodwood/western-cape/8101/112136636;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R950 000 ;2 Bedroom Apartment / Flat for Sale in Goodwood Estate;https://images.prop24.com/297625813/Ensure1280x720|https://images.prop24.com/288362316/Ensure1280x720;https://images.prop24.com/297625813/Ensure1280x720;NULL;NULL;NULL;2.0;1.0
GOODWOOD ESTATE;https://www.property24.com/for-sale/goodwood-estate/goodwood/western-cape/8101/112469877;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R599 000 ;2 Bedroom Apartment / Flat for Sale in Goodwood Estate;https://images.prop24.com/303428494/Ensure1280x720|https://images.prop24.com/303428495/Ensure1280x720;https://images.prop24.com/303428494/Ensure1280x720;NULL;NULL;NULL;2.0;1.0
GOODWOOD ESTATE;https://www.property24.com/for-sale/goodwood-estate/goodwood/western-cape/8101/111447952;Apartment / Flat;Sale;NULL;NULL;NULL;24 Hour Access, Electric fencing;R810 000 ;2 Bedroom Apartment / Flat for Sale in Goodwood Estate;https://images.prop24.com/287319702/Ensure1280x720|https://images.prop24.com/287319700/Ensure1280x720;https://images.prop24.com/287319702/Ensure1280x720;NULL;50 m²;NULL;2.0;1.0
GOODWOOD ESTATE;https://www.property24.com/for-sale/goodwood-estate/goodwood/western-cape/8101/112283774;Apartment / Flat;Sale;NULL;NULL;NULL;Security Gate, Alarm System, Electric fencing;POA;2 Bedroom Apartment / Flat for Sale in Goodwood Estate;https://images.prop24.com/300216214/Ensure1280x720|https://images.prop24.com/300216210/Ensure1280x720;https://images.prop24.com/300216214/Ensure1280x720;NULL;50 m²;NULL;2.0;1.0
GOODWOOD ESTATE;https://www.property24.com/for-sale/goodwood-estate/goodwood/western-cape/8101/112533885;Apartment / Flat;Sale;NULL;NULL;NULL;1;R1 099 000 ;1 Bedroom Apartment / Flat for Sale in Goodwood Estate;https://images.prop24.com/304501531/Ensure1280x720|https://images.prop24.com/291020751/Ensure1280x720;https://images.prop24.com/304501531/Ensure1280x720;NULL;53 m²;NULL;1.0;1.0
GOODWOOD ESTATE;https://www.property24.com/for-sale/goodwood-estate/goodwood/western-cape/8101/112173163;Apartment / Flat;Sale;NULL;NULL;NULL;Electric Gate, Security Gate, Intercom;R1 040 000 ;2 Bedroom Apartment / Flat for Sale in Goodwood Estate;https://images.prop24.com/298263092/Ensure1280x720|https://images.prop24.com/298263093/Ensure1280x720;https://images.prop24.com/298263092/Ensure1280x720;NULL;80 m²;2 482 m²;2.0;1.0
GOODWOOD ESTATE;https://www.property24.com/for-sale/goodwood-estate/goodwood/western-cape/8101/112512615;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R1 328 000 ;2 Bedroom Apartment / Flat for Sale in Goodwood Estate;https://images.prop24.com/304150546/Ensure1280x720|https://images.prop24.com/304150549/Ensure1280x720;https://images.prop24.com/304150546/Ensure1280x720;NULL;50 m²;1 481 m²;2.0;1.0
GOODWOOD ESTATE;https://www.property24.com/for-sale/goodwood-estate/goodwood/western-cape/8101/112517134;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R1 486 000 ;2 Bedroom Apartment / Flat for Sale in Goodwood Estate;https://images.prop24.com/304229029/Ensure1280x720|https://images.prop24.com/304229025/Ensure1280x720;https://images.prop24.com/304229029/Ensure1280x720;NULL;61 m²;1 481 m²;2.0;1.0
GOODWOOD ESTATE;https://www.property24.com/for-sale/goodwood-estate/goodwood/western-cape/8101/112496912;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R1 095 000 ;2 Bedroom Apartment / Flat for Sale in Goodwood Estate;https://images.prop24.com/289485461/Ensure1280x720|https://images.prop24.com/303874435/Ensure1280x720;https://images.prop24.com/289485461/Ensure1280x720;NULL;52 m²;NULL;2.0;1.0
GOODWOOD ESTATE;https://www.property24.com/for-sale/goodwood-estate/goodwood/western-cape/8101/112748021;Apartment / Flat;Sale;NULL;NULL;NULL;Security Gate, Electric fencing;R795 000 ;1 Bedroom Apartment / Flat for Sale in Goodwood Estate;https://images.prop24.com/300300606/Ensure1280x720|https://images.prop24.com/300300595/Ensure1280x720;https://images.prop24.com/300300606/Ensure1280x720;NULL;69 m²;NULL;1.0;1.0
GOODWOOD ESTATE;https://www.property24.com/for-sale/goodwood-estate/goodwood/western-cape/8101/112935976;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R1 249 000 ;2 Bedroom Apartment / Flat for Sale in Goodwood Estate;https://images.prop24.com/310966456/Ensure1280x720|https://images.prop24.com/310966457/Ensure1280x720;https://images.prop24.com/310966456/Ensure1280x720;1.0;NULL;NULL;2.0;1.0
GOODWOOD ESTATE;https://www.property24.com/to-rent/goodwood-estate/goodwood/western-cape/8101/113267339;Apartment / Flat;Rent;NULL;NULL;NULL;NULL;R8 250 ;2 Bedroom Apartment / Flat to Rent in Goodwood Estate;NULL;https://images.prop24.com/315176881/Crop600x400;1.0;NULL;NULL;2.0;1.0
GOODWOOD ESTATE;https://www.property24.com/to-rent/goodwood-estate/goodwood/western-cape/8101/112742055;Apartment / Flat;Rent;NULL;NULL;NULL;NULL;R11 000 ;2 Bedroom Apartment / Flat to Rent in Goodwood Estate;NULL;https://images.prop24.com/304193439/Crop600x400;NULL;54 m²;NULL;2.0;1.0
GOODWOOD ESTATE;https://www.property24.com/to-rent/goodwood-estate/goodwood/western-cape/8101/112765558;Apartment / Flat;Rent;NULL;NULL;NULL;NULL;R1 000 ;2 Bedroom Apartment / Flat to Rent in Goodwood Estate;NULL;https://images.prop24.com/308518136/Crop600x400;NULL;49 m²;NULL;2.0;1.0
GOODWOOD ESTATE;https://www.property24.com/apartments-to-rent/goodwood-estate/goodwood/western-cape/8101;Apartment / Flat;Rent;NULL;NULL;NULL;NULL;R5 400 ;1 Bedroom Apartment / Flat to Rent in Goodwood Estate;NULL;https://images.prop24.com/315391485/Crop600x400;NULL;44 m²;NULL;1.0;1.0
KUILS RIVER COMMON;https://www.property24.com/for-sale/haasendal/kuils-river/western-cape/10747/113346571;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R1 250 000 ;2 Bedroom Apartment / Flat for Sale in Haasendal;https://images.prop24.com/316256869/Ensure1280x720|https://images.prop24.com/316256870/Ensure1280x720;https://images.prop24.com/316256869/Ensure1280x720;NULL;59 m²;4 622 m²;2.0;1.0
KUILS RIVER COMMON;https://www.property24.com/for-sale/haasendal/kuils-river/western-cape/10747/113115587;Apartment / Flat;Sale;NULL;NULL;72 m²;NULL;R1 489 000 ;2 Bedroom Apartment / Flat for Sale in Haasendal;https://images.prop24.com/313700566/Ensure1280x720|https://images.prop24.com/313700572/Ensure1280x720;https://images.prop24.com/313700566/Ensure1280x720;1.0;NULL;72 m²;2.0;1.0
KUILS RIVER COMMON;https://www.property24.com/for-sale/st-dumas/kuils-river/western-cape/11517/112828360;Apartment / Flat;Sale;NULL;NULL;NULL;Totally Fenced, Intercom, 24 Hour Access, Guard House, Guard, Boomed Area;R1 250 000 ;2 Bedroom Apartment / Flat for Sale in St Dumas;https://images.prop24.com/309554766/Ensure1280x720|https://images.prop24.com/309554767/Ensure1280x720;https://images.prop24.com/309554766/Ensure1280x720;2.0;NULL;NULL;2.0;1.0
KUILS RIVER COMMON;https://www.property24.com/for-sale/haasendal/kuils-river/western-cape/10747/113008931;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R915 000 ;1 Bedroom Apartment / Flat for Sale in Haasendal;https://images.prop24.com/311914770/Ensure1280x720|https://images.prop24.com/311914771/Ensure1280x720;https://images.prop24.com/311914770/Ensure1280x720;1.0;42 m²;NULL;1.0;1.0
KUILS RIVER COMMON;https://www.property24.com/for-sale/silver-oaks/kuils-river/western-cape/8482/112868414;Apartment / Flat;Sale;NULL;NULL;NULL;24 Hour Access, Guard House, Electric fencing, Boomed Area, Safe;R1 249 000 ;2 Bedroom Apartment / Flat for Sale in Silver Oaks;https://images.prop24.com/310276428/Ensure1280x720|https://images.prop24.com/310276429/Ensure1280x720;https://images.prop24.com/310276428/Ensure1280x720;2.0;NULL;NULL;2.0;2.0
KUILS RIVER COMMON;https://www.property24.com/for-sale/haasendal/kuils-river/western-cape/10747/112728811;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R699 000 ;Apartment / Flat for Sale in Haasendal;https://images.prop24.com/313422136/Ensure1280x720|https://images.prop24.com/313422137/Ensure1280x720;https://images.prop24.com/313422136/Ensure1280x720;NULL;27 m²;NULL;NULL;1.0
KUILS RIVER COMMON;https://www.property24.com/for-sale/hagley/kuils-river/western-cape/10745/112700367;Apartment / Flat;Sale;NULL;NULL;47 m²;1;R729 000 ;2 Bedroom Apartment / Flat for Sale in Hagley;https://images.prop24.com/282426212/Ensure1280x720|https://images.prop24.com/282426213/Ensure1280x720;https://images.prop24.com/282426212/Ensure1280x720;NULL;NULL;47 m²;2.0;1.0
KUILS RIVER COMMON;https://www.property24.com/for-sale/haasendal/kuils-river/western-cape/10747/112538210;Apartment / Flat;Sale;NULL;NULL;NULL;NULL;R1 363 019 ;2 Bedroom Apartment / Flat for Sale in Haasendal;https://images.prop24.com/304574097/Ensure1280x720|https://images.prop24.com/304449142/Ensure1280x720;https://images.prop24.com/304574097/Ensure1280x720;NULL;NULL;NULL;2.0;1.0
