source_url,type_of_property,Size,Security,Price,name,Images,Image,garages,floor_size,erf_size,bedrooms,bathrooms
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113340701,House,559 m²,,R 17 850 000,4 Bedroom House for Sale in Fresnaye,https://images.prop24.com/316150605/Ensure1280x720|https://images.prop24.com/316150606/Ensure1280x720,https://images.prop24.com/316150605/Ensure1280x720,2.0,,559 m²,4.0,4.5
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112936810,House,424 m²,,R 10 900 000,4 Bedroom House for Sale in Fresnaye,https://images.prop24.com/310981245/Ensure1280x720|https://images.prop24.com/310981197/Ensure1280x720,https://images.prop24.com/310981245/Ensure1280x720,2.0,170 m²,424 m²,4.0,3.0
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/111821615,House,1 235 m²,,R 23 500 000,7 Bedroom House for Sale in Fresnaye,https://images.prop24.com/293287590/Ensure1280x720|https://images.prop24.com/293287591/Ensure1280x720,https://images.prop24.com/293287590/Ensure1280x720,6.0,,1 235 m²,7.0,5.0
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/111973525,House,445 m²,Alarm System,R 13 995 000,5 Bedroom House for Sale in Fresnaye,https://images.prop24.com/294916025/Ensure1280x720|https://images.prop24.com/294916029/Ensure1280x720,https://images.prop24.com/294916025/Ensure1280x720,2.0,,445 m²,5.0,3.5
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112419296,House,1 380 m²,,R 160 000 000,5 Bedroom House for Sale in Fresnaye,https://images.prop24.com/302580347/Ensure1280x720|https://images.prop24.com/302580350/Ensure1280x720,https://images.prop24.com/302580347/Ensure1280x720,4.0,1000 m²,1 380 m²,5.0,4.0
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112574731,House,424 m²,,R 8 495 000,3 Bedroom House for Sale in Fresnaye,https://images.prop24.com/305206730/Ensure1280x720|https://images.prop24.com/305206756/Ensure1280x720,https://images.prop24.com/305206730/Ensure1280x720,2.0,140 m²,424 m²,3.0,3.0
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112529952,House,377 m²,,R 8 250 000,3 Bedroom House for Sale in Fresnaye,https://images.prop24.com/308811630/Ensure1280x720|https://images.prop24.com/308811629/Ensure1280x720,https://images.prop24.com/308811630/Ensure1280x720,2.0,,377 m²,3.0,2.0
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112442277,House,765 m²,,R 110 000 000,4 Bedroom House for Sale in Fresnaye,https://images.prop24.com/302977352/Ensure1280x720|https://images.prop24.com/302977351/Ensure1280x720,https://images.prop24.com/302977352/Ensure1280x720,2.0,1200 m²,765 m²,4.0,5.5
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/111991183,House,396 m²,,R 10 500 000,3 Bedroom House for Sale in Fresnaye,https://images.prop24.com/311654439/Ensure1280x720|https://images.prop24.com/311654438/Ensure1280x720,https://images.prop24.com/311654439/Ensure1280x720,2.0,200 m²,396 m²,3.0,3.5
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112456246,House,504 m²,,R 9 750 000,4 Bedroom House for Sale in Fresnaye,https://images.prop24.com/303216399/Ensure1280x720|https://images.prop24.com/303216400/Ensure1280x720,https://images.prop24.com/303216399/Ensure1280x720,2.0,,504 m²,4.0,3.5
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/111725337,House,1 155 m²,,R 33 000 000,4 Bedroom House for Sale in Fresnaye,https://images.prop24.com/293868418/Ensure1280x720|https://images.prop24.com/293868414/Ensure1280x720,https://images.prop24.com/293868418/Ensure1280x720,2.0,244 m²,1 155 m²,4.0,3.5
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112885825,House,559 m²,,R 8 750 000,4 Bedroom House for Sale in Fresnaye,https://images.prop24.com/310465649/Ensure1280x720|https://images.prop24.com/310465652/Ensure1280x720,https://images.prop24.com/310465649/Ensure1280x720,1.0,215 m²,559 m²,4.0,3.0
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112704713,House,753 m²,,R 32 500 000,5 Bedroom House for Sale in Fresnaye,https://images.prop24.com/307458335/Ensure1280x720|https://images.prop24.com/307458336/Ensure1280x720,https://images.prop24.com/307458335/Ensure1280x720,4.0,,753 m²,5.0,4.5
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112850780,House,230 m²,,R 7 750 000,2 Bedroom House for Sale in Fresnaye,https://images.prop24.com/301178233/Ensure1280x720|https://images.prop24.com/301178241/Ensure1280x720,https://images.prop24.com/301178233/Ensure1280x720,,190 m²,230 m²,2.0,2.0
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112963068,House,630 m²,,R 22 995 000,4 Bedroom House for Sale in Fresnaye,https://images.prop24.com/311076789/Ensure1280x720|https://images.prop24.com/311076790/Ensure1280x720,https://images.prop24.com/311076789/Ensure1280x720,,209 m²,630 m²,4.0,3.0
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112574713,House,1 613 m²,,R 79 950 000,8 Bedroom House for Sale in Fresnaye,https://images.prop24.com/305206499/Ensure1280x720|https://images.prop24.com/305206500/Ensure1280x720,https://images.prop24.com/305206499/Ensure1280x720,5.0,1594 m²,1 613 m²,8.0,6.0
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/111047408,House,430 m²,,R 11 495 000,6 Bedroom House for Sale in Fresnaye,https://images.prop24.com/280530921/Ensure1280x720|https://images.prop24.com/280530935/Ensure1280x720,https://images.prop24.com/280530921/Ensure1280x720,4.0,,430 m²,6.0,4.5
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113219215,House,926 m²,,R 15 995 000,3 Bedroom House for Sale in Fresnaye,https://images.prop24.com/314418136/Ensure1280x720|https://images.prop24.com/314418144/Ensure1280x720,https://images.prop24.com/314418136/Ensure1280x720,2.0,,926 m²,3.0,2.5
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113231735,House,620 m²,,R 25 000 000,4 Bedroom House for Sale in Fresnaye,https://images.prop24.com/314649553/Ensure1280x720|https://images.prop24.com/314649467/Ensure1280x720,https://images.prop24.com/314649553/Ensure1280x720,2.0,,620 m²,4.0,4.5
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113249002,House,401 m²,,R 8 750 000,4 Bedroom House for Sale in Fresnaye,https://images.prop24.com/314787153/Ensure1280x720|https://images.prop24.com/314787154/Ensure1280x720,https://images.prop24.com/314787153/Ensure1280x720,4.0,,401 m²,4.0,3.0
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/108412902,House,1 044 m²,,R 47 500 000,5 Bedroom House for Sale in Fresnaye,https://images.prop24.com/201719401/Ensure1280x720|https://images.prop24.com/201719393/Ensure1280x720,https://images.prop24.com/201719401/Ensure1280x720,4.0,,1 044 m²,5.0,4.0
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113331233,House,650 m²,"Electric Gate, Safe",R 35 000 000,4 Bedroom House for Sale in Fresnaye,https://images.prop24.com/315973089/Ensure1280x720|https://images.prop24.com/315973090/Ensure1280x720,https://images.prop24.com/315973089/Ensure1280x720,2.0,650 m²,650 m²,4.0,5.5
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113308468,House,342 m²,,R 13 500 000,4 Bedroom House for Sale in Fresnaye,https://images.prop24.com/315521826/Ensure1280x720|https://images.prop24.com/315521827/Ensure1280x720,https://images.prop24.com/315521826/Ensure1280x720,1.0,,342 m²,4.0,3.5
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/112455984,House,453 m²,,R 12 000 000,4 Bedroom House for Sale in Fresnaye,https://images.prop24.com/303212015/Ensure1280x720|https://images.prop24.com/303212016/Ensure1280x720,https://images.prop24.com/303212015/Ensure1280x720,2.0,,453 m²,4.0,3.5
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113022459,House,630 m²,"Totally Fenced, Electric Garage, Electric Gate, Security Gate, Alarm System, Perimeter Wall, Safe",R 11 995 000,3 Bedroom House for Sale in Fresnaye,https://images.prop24.com/312140294/Ensure1280x720|https://images.prop24.com/312140285/Ensure1280x720,https://images.prop24.com/312140294/Ensure1280x720,1.0,450 m²,630 m²,3.0,3.0
https://www.property24.com/for-sale/fresnaye/cape-town/western-cape/11016/113308728,House,456 m²,,R 14 995 000,6 Bedroom House for Sale in Fresnaye,https://images.prop24.com/315527165/Ensure1280x720|https://images.prop24.com/315527167/Ensure1280x720,https://images.prop24.com/315527165/Ensure1280x720,1.0,,456 m²,6.0,5.0
https://www.property24.com/for-sale/eikenbosch/kuils-river/western-cape/11143/112481888,House,,,R 1 850 000,3 Bedroom House for Sale in Eikenbosch,https://images.prop24.com/303626741/Ensure1280x720|https://images.prop24.com/303626742/Ensure1280x720,https://images.prop24.com/303626741/Ensure1280x720,1.0,,,3.0,1.0
https://www.property24.com/for-sale/eikenbosch/kuils-river/western-cape/11143/112582193,House,260 m²,,R 1 750 000,3 Bedroom House for Sale in Eikenbosch,https://images.prop24.com/307633096/Ensure1280x720|https://images.prop24.com/305338310/Ensure1280x720,https://images.prop24.com/307633096/Ensure1280x720,2.0,,260 m²,3.0,2.0
https://www.property24.com/for-sale/eikenbosch/kuils-river/western-cape/11143/112794465,House,480 m²,,R 2 350 000,3 Bedroom House for Sale in Eikenbosch,https://images.prop24.com/309013533/Ensure1280x720|https://images.prop24.com/309013534/Ensure1280x720,https://images.prop24.com/309013533/Ensure1280x720,2.0,,480 m²,3.0,2.0
https://www.property24.com/for-sale/eikenbosch/kuils-river/western-cape/11143/112619136,House,295 m²,,R 1 599 000,2 Bedroom House for Sale in Eikenbosch,https://images.prop24.com/305959784/Ensure1280x720|https://images.prop24.com/305959785/Ensure1280x720,https://images.prop24.com/305959784/Ensure1280x720,1.0,91 m²,295 m²,2.0,1.0
https://www.property24.com/for-sale/eikenbosch/kuils-river/western-cape/11143/112431086,House,520 m²,1,R 2 399 000,3 Bedroom House for Sale in Eikenbosch,https://images.prop24.com/302781525/Ensure1280x720|https://images.prop24.com/302781526/Ensure1280x720,https://images.prop24.com/302781525/Ensure1280x720,2.0,165 m²,520 m²,3.0,2.0
https://www.property24.com/for-sale/eikenbosch/kuils-river/western-cape/11143/113306364,House,254 m²,,R 1 699 000,3 Bedroom House for Sale in Eikenbosch,https://images.prop24.com/315489354/Ensure1280x720|https://images.prop24.com/315489355/Ensure1280x720,https://images.prop24.com/315489354/Ensure1280x720,1.0,115 m²,254 m²,3.0,2.0
https://www.property24.com/for-sale/eikenbosch/kuils-river/western-cape/11143/113320670,House,598 m²,,R 2 150 000,3 Bedroom House for Sale in Eikenbosch,https://images.prop24.com/315785344/Ensure1280x720|https://images.prop24.com/315785346/Ensure1280x720,https://images.prop24.com/315785344/Ensure1280x720,2.0,170 m²,598 m²,3.0,2.0
https://www.property24.com/for-sale/clovelly/fish-hoek/western-cape/10947/113335629,House,496 m²,,R 3 995 000,3 Bedroom House for Sale in Clovelly,https://images.prop24.com/316062265/Ensure1280x720|https://images.prop24.com/316062266/Ensure1280x720,https://images.prop24.com/316062265/Ensure1280x720,1.0,,496 m²,3.0,3.0
https://www.property24.com/for-sale/clovelly/fish-hoek/western-cape/10947/112989149,House,605 m²,,R 4 150 000,4 Bedroom House for Sale in Clovelly,https://images.prop24.com/312552505/Ensure1280x720|https://images.prop24.com/311529887/Ensure1280x720,https://images.prop24.com/312552505/Ensure1280x720,2.0,,605 m²,4.0,3.0
https://www.property24.com/for-sale/clovelly/fish-hoek/western-cape/10947/113220593,House,521 m²,,R 4 750 000,4 Bedroom House for Sale in Clovelly,https://images.prop24.com/314452188/Ensure1280x720|https://images.prop24.com/314452189/Ensure1280x720,https://images.prop24.com/314452188/Ensure1280x720,2.0,159 m²,521 m²,4.0,3.0
https://www.property24.com/for-sale/clovelly/fish-hoek/western-cape/10947/113315596,House,991 m²,,R 4 700 000,5 Bedroom House for Sale in Clovelly,https://images.prop24.com/315654018/Ensure1280x720|https://images.prop24.com/315654019/Ensure1280x720,https://images.prop24.com/315654018/Ensure1280x720,2.0,231 m²,991 m²,5.0,2.5
https://www.property24.com/for-sale/clovelly/fish-hoek/western-cape/10947/113110741,House,545 m²,"Security including alarm, electronic beams and intercom",R 5 500 000,3 Bedroom House for Sale in Clovelly,https://images.prop24.com/313620246/Ensure1280x720|https://images.prop24.com/313620247/Ensure1280x720,https://images.prop24.com/313620246/Ensure1280x720,2.0,,545 m²,3.0,3.0
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/113214723,House,687 m²,,R 25 000 000,3 Bedroom House for Sale in Clifton,https://images.prop24.com/314338042/Ensure1280x720|https://images.prop24.com/314338043/Ensure1280x720,https://images.prop24.com/314338042/Ensure1280x720,1.0,,687 m²,3.0,3.5
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/109995177,House,721 m²,,R 85 000 000,4 Bedroom House for Sale in Clifton,https://images.prop24.com/262124100/Ensure1280x720|https://images.prop24.com/262124101/Ensure1280x720,https://images.prop24.com/262124100/Ensure1280x720,2.0,780 m²,721 m²,4.0,4.5
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/108881830,House,180 m²,,R 55 000 000,4 Bedroom House for Sale in Clifton,https://images.prop24.com/274270135/Ensure1280x720|https://images.prop24.com/274270136/Ensure1280x720,https://images.prop24.com/274270135/Ensure1280x720,,,180 m²,4.0,4.0
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112090689,House,406 m²,,R 23 500 000,4 Bedroom House for Sale in Clifton,https://images.prop24.com/296990973/Ensure1280x720|https://images.prop24.com/296990974/Ensure1280x720,https://images.prop24.com/296990973/Ensure1280x720,,,406 m²,4.0,4.0
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112479649,House,513 m²,,R 36 000 000,1 Bedroom House for Sale in Clifton,https://images.prop24.com/303587969/Ensure1280x720|https://images.prop24.com/303587970/Ensure1280x720,https://images.prop24.com/303587969/Ensure1280x720,,,513 m²,1.0,2.0
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112532089,House,476 m²,,R 59 000 000,3 Bedroom House for Sale in Clifton,https://images.prop24.com/304469308/Ensure1280x720|https://images.prop24.com/304469310/Ensure1280x720,https://images.prop24.com/304469308/Ensure1280x720,,200 m²,476 m²,3.0,3.5
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112394906,House,,,R 25 000 000,4 Bedroom House for Sale in Clifton,https://images.prop24.com/302127608/Ensure1280x720|https://images.prop24.com/302127609/Ensure1280x720,https://images.prop24.com/302127608/Ensure1280x720,2.0,372 m²,,4.0,4.5
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/111814594,House,366 m²,,R 50 000 000,3 Bedroom House for Sale in Clifton,https://images.prop24.com/293148708/Ensure1280x720|https://images.prop24.com/293233359/Ensure1280x720,https://images.prop24.com/293148708/Ensure1280x720,,213 m²,366 m²,3.0,3.0
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/107314609,House,465 m²,,R 59 950 000,4 Bedroom House for Sale in Clifton,https://images.prop24.com/313733633/Ensure1280x720|https://images.prop24.com/313733635/Ensure1280x720,https://images.prop24.com/313733633/Ensure1280x720,2.0,199 m²,465 m²,4.0,3.0
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/108592601,House,371 m²,,R 27 995 000,3 Bedroom House for Sale in Clifton,https://images.prop24.com/269490666/Ensure1280x720|https://images.prop24.com/269490640/Ensure1280x720,https://images.prop24.com/269490666/Ensure1280x720,,220 m²,371 m²,3.0,3.0
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/110619202,House,300 m²,,R 24 995 000,4 Bedroom House for Sale in Clifton,https://images.prop24.com/272885357/Ensure1280x720|https://images.prop24.com/272885358/Ensure1280x720,https://images.prop24.com/272885357/Ensure1280x720,,300 m²,300 m²,4.0,3.5
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112630693,House,369 m²,,R 37 500 000,4 Bedroom House for Sale in Clifton,https://images.prop24.com/306170275/Ensure1280x720|https://images.prop24.com/306170268/Ensure1280x720,https://images.prop24.com/306170275/Ensure1280x720,,,369 m²,4.0,4.0
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/109545289,House,940 m²,,R 160 000 000,5 Bedroom House for Sale in Clifton,https://images.prop24.com/279944115/Ensure1280x720|https://images.prop24.com/291422977/Ensure1280x720,https://images.prop24.com/279944115/Ensure1280x720,4.0,940 m²,940 m²,5.0,5.5
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112825567,House,579 m²,,R 79 000 000,5 Bedroom House for Sale in Clifton,https://images.prop24.com/309515422/Ensure1280x720|https://images.prop24.com/309515368/Ensure1280x720,https://images.prop24.com/309515422/Ensure1280x720,3.0,567 m²,579 m²,5.0,5.5
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112706162,House,945 m²,,R 59 500 000,4 Bedroom House for Sale in Clifton,,,5.0,,945 m²,4.0,4.0
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/110619307,House,300 m²,,R 19 950 000,4 Bedroom House for Sale in Clifton,https://images.prop24.com/272821117/Ensure1280x720|https://images.prop24.com/272821121/Ensure1280x720,https://images.prop24.com/272821117/Ensure1280x720,,300 m²,300 m²,4.0,5.0
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112406381,House,,,R 115 000 000,4 Bedroom House for Sale in Clifton,https://images.prop24.com/281007075/Ensure1280x720|https://images.prop24.com/302350523/Ensure1280x720,https://images.prop24.com/281007075/Ensure1280x720,4.0,635 m²,,4.0,4.0
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/112715545,House,724 m²,,R 195 000 000,5 Bedroom House for Sale in Clifton,https://images.prop24.com/307644907/Ensure1280x720|https://images.prop24.com/307644908/Ensure1280x720,https://images.prop24.com/307644907/Ensure1280x720,2.0,1003 m²,724 m²,5.0,5.0
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/113057098,House,844 m²,,R 74 000 000,4 Bedroom House for Sale in Clifton,https://images.prop24.com/312797429/Ensure1280x720|https://images.prop24.com/312797430/Ensure1280x720,https://images.prop24.com/312797429/Ensure1280x720,2.0,464 m²,844 m²,4.0,3.5
https://www.property24.com/for-sale/clifton/cape-town/western-cape/11015/113330451,House,405 m²,Closed Circuit TV,R 23 500 000,3 Bedroom House for Sale in Clifton,https://images.prop24.com/315949960/Ensure1280x720|https://images.prop24.com/315949961/Ensure1280x720,https://images.prop24.com/315949960/Ensure1280x720,,,405 m²,3.0,4.0
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/113325127,House,489 m²,"Totally Fenced, Electric Gate, Security Gate, Alarm System, Intercom, Burglar Bars",R 13 950 000,6 Bedroom House for Sale in Camps Bay,https://images.prop24.com/315862176/Ensure1280x720|https://images.prop24.com/315862177/Ensure1280x720,https://images.prop24.com/315862176/Ensure1280x720,1.0,225 m²,489 m²,6.0,5.0
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/113272477,House,840 m²,,R 24 995 000,4 Bedroom House for Sale in Camps Bay,https://images.prop24.com/315256640/Ensure1280x720|https://images.prop24.com/315256642/Ensure1280x720,https://images.prop24.com/315256640/Ensure1280x720,2.0,,840 m²,4.0,3.0
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/111185965,House,552 m²,"Electric Garage, Electric Gate, Alarm System, Intercom, Outdoor Beams, Indoor Beams",R 33 000 000,5 Bedroom House for Sale in Camps Bay,https://images.prop24.com/285113678/Ensure1280x720|https://images.prop24.com/313304681/Ensure1280x720,https://images.prop24.com/285113678/Ensure1280x720,4.0,,552 m²,5.0,5.5
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/112612198,House,316 m²,,R 11 900 000,3 Bedroom House for Sale in Camps Bay,https://images.prop24.com/305832744/Ensure1280x720|https://images.prop24.com/305832745/Ensure1280x720,https://images.prop24.com/305832744/Ensure1280x720,1.0,234 m²,316 m²,3.0,2.0
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/111433372,House,795 m²,,R 17 995 000,4 Bedroom House for Sale in Camps Bay,https://images.prop24.com/287077709/Ensure1280x720|https://images.prop24.com/287077707/Ensure1280x720,https://images.prop24.com/287077709/Ensure1280x720,2.0,,795 m²,4.0,4.5
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/110633663,House,1 164 m²,,R 20 995 000,5 Bedroom House for Sale in Camps Bay,https://images.prop24.com/297370433/Ensure1280x720|https://images.prop24.com/297370417/Ensure1280x720,https://images.prop24.com/297370433/Ensure1280x720,3.0,,1 164 m²,5.0,5.0
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/111064814,House,292 m²,,R 18 350 000,3 Bedroom House for Sale in Camps Bay,https://images.prop24.com/295551158/Ensure1280x720|https://images.prop24.com/295551160/Ensure1280x720,https://images.prop24.com/295551158/Ensure1280x720,,,292 m²,3.0,3.5
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/110610603,House,1 293 m²,,R 95 000 000,4 Bedroom House for Sale in Camps Bay,https://images.prop24.com/294882236/Ensure1280x720|https://images.prop24.com/294882237/Ensure1280x720,https://images.prop24.com/294882236/Ensure1280x720,,,1 293 m²,4.0,6.5
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/112223255,House,,,R 10 900 000,2 Bedroom House for Sale in Camps Bay,https://images.prop24.com/299119640/Ensure1280x720|https://images.prop24.com/299119641/Ensure1280x720,https://images.prop24.com/299119640/Ensure1280x720,,,,2.0,3.0
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/112127153,House,715 m²,,R 12 900 000,3 Bedroom House for Sale in Camps Bay,https://images.prop24.com/297462288/Ensure1280x720|https://images.prop24.com/297462289/Ensure1280x720,https://images.prop24.com/297462288/Ensure1280x720,2.0,140 m²,715 m²,3.0,2.0
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/106350388,House,1 890 m²,,R 29 500 000,3 Bedroom House for Sale in Camps Bay,https://images.prop24.com/297003980/Ensure1280x720|https://images.prop24.com/297004530/Ensure1280x720,https://images.prop24.com/297003980/Ensure1280x720,3.0,295 m²,1 890 m²,3.0,3.0
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/108800970,House,461 m²,,R 17 500 000,4 Bedroom House for Sale in Camps Bay,https://images.prop24.com/273249870/Ensure1280x720|https://images.prop24.com/273249871/Ensure1280x720,https://images.prop24.com/273249870/Ensure1280x720,2.0,,461 m²,4.0,4.5
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/108910578,House,805 m²,,R 36 685 000,6 Bedroom House for Sale in Camps Bay,https://images.prop24.com/309226332/Ensure1280x720|https://images.prop24.com/309226333/Ensure1280x720,https://images.prop24.com/309226332/Ensure1280x720,6.0,,805 m²,6.0,4.5
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/112162593,House,1 236 m²,,R 25 000 000,4 Bedroom House for Sale in Camps Bay,https://images.prop24.com/298089563/Ensure1280x720|https://images.prop24.com/298089564/Ensure1280x720,https://images.prop24.com/298089563/Ensure1280x720,2.0,,1 236 m²,4.0,2.5
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/108689648,House,765 m²,Security including alarm,R 9 950 000,3 Bedroom House for Sale in Camps Bay,https://images.prop24.com/234678522/Ensure1280x720|https://images.prop24.com/304125025/Ensure1280x720,https://images.prop24.com/234678522/Ensure1280x720,1.0,220 m²,765 m²,3.0,1.0
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/112376591,House,,,R 29 500 000,3 Bedroom House for Sale in Camps Bay,https://images.prop24.com/301807002/Ensure1280x720|https://images.prop24.com/301807012/Ensure1280x720,https://images.prop24.com/301807002/Ensure1280x720,2.0,330 m²,,3.0,3.5
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/111884735,House,1 095 m²,,R 49 995 000,4 Bedroom House for Sale in Camps Bay,https://images.prop24.com/294238429/Ensure1280x720|https://images.prop24.com/294238430/Ensure1280x720,https://images.prop24.com/294238429/Ensure1280x720,3.0,,1 095 m²,4.0,5.5
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/111725750,House,,,R 18 600 000,4 Bedroom House for Sale in Camps Bay,https://images.prop24.com/294842817/Ensure1280x720|https://images.prop24.com/291775768/Ensure1280x720,https://images.prop24.com/294842817/Ensure1280x720,2.0,333 m²,,4.0,4.5
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/112019688,House,,,R 26 995 000,5 Bedroom House for Sale in Camps Bay,https://images.prop24.com/295742821/Ensure1280x720|https://images.prop24.com/295742826/Ensure1280x720,https://images.prop24.com/295742821/Ensure1280x720,2.0,709 m²,,5.0,6.0
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/112007653,House,349 m²,,R 49 950 000,4 Bedroom House for Sale in Camps Bay,https://images.prop24.com/295533632/Ensure1280x720|https://images.prop24.com/295533633/Ensure1280x720,https://images.prop24.com/295533632/Ensure1280x720,,,349 m²,4.0,3.5
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/112116735,House,453 m²,,R 18 000 000,4 Bedroom House for Sale in Camps Bay,,,2.0,,453 m²,4.0,4.5
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/109615522,House,1 106 m²,,R 32 000 000,5 Bedroom House for Sale in Camps Bay,https://images.prop24.com/280688205/Ensure1280x720|https://images.prop24.com/280688206/Ensure1280x720,https://images.prop24.com/280688205/Ensure1280x720,4.0,,1 106 m²,5.0,5.0
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/104030029,House,831 m²,,R 34 500 000,5 Bedroom House for Sale in Camps Bay,https://images.prop24.com/304128269/Ensure1280x720|https://images.prop24.com/304128274/Ensure1280x720,https://images.prop24.com/304128269/Ensure1280x720,2.0,,831 m²,5.0,5.5
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/111846073,House,1 046 m²,,R 18 900 000,4 Bedroom House for Sale in Camps Bay,https://images.prop24.com/293725203/Ensure1280x720|https://images.prop24.com/293725204/Ensure1280x720,https://images.prop24.com/293725203/Ensure1280x720,3.0,350 m²,1 046 m²,4.0,3.0
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/108466050,House,625 m²,,R 15 150 000,4 Bedroom House for Sale in Camps Bay,https://images.prop24.com/267933879/Ensure1280x720|https://images.prop24.com/267933882/Ensure1280x720,https://images.prop24.com/267933879/Ensure1280x720,2.0,350 m²,625 m²,4.0,4.0
https://www.property24.com/for-sale/camps-bay/cape-town/western-cape/11014/111100366,House,715 m²,Totally Fenced,R 12 900 000,3 Bedroom House for Sale in Camps Bay,https://images.prop24.com/286791571/Ensure1280x720|https://images.prop24.com/286791602/Ensure1280x720,https://images.prop24.com/286791571/Ensure1280x720,2.0,108 m²,715 m²,3.0,2.0
https://www.property24.com/for-sale/edgemead/goodwood/western-cape/8097/113089642,House,262 m²,,R 2 195 000,2 Bedroom House for Sale in Edgemead,https://images.prop24.com/313196422/Ensure1280x720|https://images.prop24.com/313196423/Ensure1280x720,https://images.prop24.com/313196422/Ensure1280x720,1.0,95 m²,262 m²,2.0,1.0
https://www.property24.com/for-sale/edgemead/goodwood/western-cape/8097/112977703,House,546 m²,1,R 2 595 000,3 Bedroom House for Sale in Edgemead,https://images.prop24.com/311345631/Ensure1280x720|https://images.prop24.com/311345632/Ensure1280x720,https://images.prop24.com/311345631/Ensure1280x720,2.0,187 m²,546 m²,3.0,1.0
